,index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
0,0,1975.0,Beowulf,"Unknown, Seamus Heaney",en-US,Novice,3.42,155903.0,genre fiction,34160.0,20496.0,4.88,1.0,HarperCollins Publishers,7000.0
1,1,1987.0,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",eng,Intermediate,4.23,145267.0,genre fiction,12437.5,7462.5,1.99,2.0,HarperCollins Publishers,6250.0
2,2,2015.0,Go Set a Watchman,Harper Lee,eng,Novice,3.31,138669.0,,47795.0,28677.0,8.69,3.0,"Amazon Digital Services,  Inc.",5500.0
3,3,2008.0,,David Sedaris,en-US,Intermediate,4.04,150898.0,fiction,41250.0,,7.5,,Hachette Book Group,5500.0
4,4,2011.0,Daughter of Smoke & Bone,Laini Taylor,eng,Intermediate,4.04,198283.0,genre fiction,37952.5,22771.5,7.99,,Penguin Group (USA) LLC,4750.0
5,5,2015.0,Red Queen,Victoria Aveyard,eng,Intermediate,4.08,83354.0,,19960.0,0.0,4.99,,"Amazon Digital Services,  Inc.",4000.0
6,6,2011.0,The Power of Habit,Charles Duhigg,eng,Intermediate,4.03,155977.0,genre fiction,27491.67,16495.002,6.99,6.0,HarperCollins Publishers,3933.0
7,7,1994.0,Midnight in the Garden of Good and Evil,John Berendt,eng,Intermediate,3.9,167997.0,nonfiction,26182.0,15709.2,6.89,8.0,Hachette Book Group,3800.0
8,8,2012.0,Hopeless,Colleen Hoover,eng,Intermediate,4.34,,genre fiction,26093.67,15656.202,6.99,9.0,HarperCollins Publishers,3733.0
9,9,1905.0,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",,Intermediate,4.2,,genre fiction,23792.34,14275.404,6.49,10.0,Random House LLC,3666.0
10,10,2004.0,The Truth About Forever,Sarah Dessen,en-US,Intermediate,4.13,179415.0,genre fiction,17964.0,0.0,4.99,11.0,"Amazon Digital Services,  Inc.",3600.0
11,11,1954.0,The horse and his boy,C.S. Lewis,eng,Intermediate,3.9,189671.0,fiction,21564.0,12938.4,5.99,11.0,Penguin Group (USA) LLC,3600.0
12,12,2010.0,Last Sacrifice ,Richelle Mead,eng,Famous,4.42,206792.0,genre fiction,3431.34,0.0,0.99,13.0,"Amazon Digital Services,  Inc.",3466.0
13,13,1935.0,Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams",eng,Intermediate,4.18,195424.0,genre fiction,6897.34,4138.404,1.99,13.0,,3466.0
14,14,1922.0,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson",eng,Intermediate,4.29,173469.0,genre fiction,21797.82,13078.692,6.54,15.0,Random House LLC,3333.0
15,15,1974.0,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,eng,Intermediate,,139411.0,genre fiction,16297.34,0.0,4.99,16.0,"Amazon Digital Services,  Inc.",3266.0
16,16,1897.0,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",eng,Intermediate,3.8,159752.0,genre fiction,15968.0,0.0,4.99,,"Amazon Digital Services,  Inc.",3200.0
17,17,2006.0,Pretty Little Liars,Sara Shepard,en-US,Intermediate,3.9,156328.0,genre fiction,15968.0,0.0,4.99,17.0,"Amazon Digital Services,  Inc.",3200.0
18,18,1948.0,Corduroy,Don Freeman,en-US,Intermediate,4.28,160860.0,genre fiction,6234.67,,1.99,18.0,Simon and Schuster Digital Sales Inc,3133.0
19,19,2006.0,The Omnivore's Dilemma,Michael Pollan,eng,Intermediate,4.17,133271.0,genre fiction,3035.34,0.0,0.99,19.0,"Amazon Digital Services,  Inc.",3066.0
20,20,2013.0,Life After Life,Kate Atkinson,eng,Intermediate,3.74,138454.0,genre fiction,11702.67,0.0,3.99,21.0,"Amazon Digital Services,  Inc.",2933.0
21,21,2000.0,The Rescue,Nicholas Sparks,en-US,Intermediate,4.1,142092.0,,8569.34,0.0,2.99,22.0,"Amazon Digital Services,  Inc.",2866.0
22,22,1991.0,Needful Things,Stephen King,,Intermediate,3.87,153821.0,genre fiction,2772.0,0.0,0.99,23.0,"Amazon Digital Services,  Inc.",2800.0
23,23,1993.0,Voyager,Diana Gabaldon,eng,Intermediate,4.38,157395.0,,8171.67,0.0,2.99,24.0,"Amazon Digital Services,  Inc.",2733.0
24,24,1996.0,,"Kenneth Branagh, William Shakespeare",eng,Intermediate,4.12,156869.0,genre fiction,2639.34,1583.604,,25.0,"Amazon Digital Services,  Inc.",2666.0
25,25,1981.0,Cujo,Stephen King,spa,Intermediate,3.65,158215.0,genre fiction,7774.0,0.0,2.99,,"Amazon Digital Services,  Inc.",2600.0
26,26,1993.0,The Virgin Suicides,Jeffrey Eugenides,eng,Intermediate,3.83,159249.0,genre fiction,26904.06,16142.436,10.91,28.0,Penguin Group (USA) LLC,2466.0
27,27,2004.0,Dead to the World,Charlaine Harris,eng,Intermediate,4.13,199572.0,genre fiction,2376.0,0.0,0.99,29.0,"Amazon Digital Services,  Inc.",2400.0
28,28,1891.0,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",eng,Intermediate,3.77,171599.0,nonfiction,9576.0,5745.6,3.99,29.0,Hachette Book Group,2400.0
29,29,1856.0,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",eng,Intermediate,3.64,158877.0,genre fiction,9308.67,0.0,3.99,30.0,"Amazon Digital Services,  Inc.",2333.0
30,30,1961.0,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",en-US,Intermediate,4.22,,genre fiction,4509.34,0.0,1.99,31.0,"Amazon Digital Services,  Inc.",2266.0
31,31,2010.0,The Way of Kings,Brandon Sanderson,eng,Famous,4.64,144822.0,,2178.0,0.0,0.99,32.0,"Amazon Digital Services,  Inc.",2200.0
32,32,2003.0,Club Dead,Charlaine Harris,en-GB,Intermediate,4.03,181323.0,genre fiction,13178.0,7906.8,5.99,32.0,HarperCollins Publishers,2200.0
33,33,2006.0,It's Kind of a Funny Story,Ned Vizzini,en-US,Intermediate,4.14,161001.0,,2045.34,1227.204,0.99,,HarperCollins Publishers,2066.0
34,34,2007.0,,Brandon Sanderson,eng,Intermediate,4.35,150736.0,,17980.0,10788.0,8.99,35.0,Random House LLC,2000.0
35,35,2015.0,After You,Jojo Moyes,eng,Intermediate,3.7,99342.0,genre fiction,1964.16,0.0,0.99,36.0,,1984.0
36,36,2011.0,The Language of Flowers,Vanessa Diffenbaugh,eng,Intermediate,4.07,140076.0,genre fiction,1964.16,1178.496,0.99,36.0,"Amazon Digital Services,  Inc.",1984.0
37,37,1986.0,Batman: The Dark Knight Returns,"Frank Miller, Klaus Janson, Lynn Varley",eng,Intermediate,4.25,135979.0,genre fiction,1949.31,0.0,0.99,37.0,"Amazon Digital Services,  Inc.",1969.0
38,38,2005.0,The Angel Experiment,James Patterson,eng,Intermediate,4.08,172302.0,genre fiction,1949.31,0.0,0.99,37.0,"Amazon Digital Services,  Inc.",1969.0
39,39,1995.0,,Nick Hornby,eng,Intermediate,3.94,134849.0,genre fiction,20309.55,12185.73,10.65,41.0,Random House LLC,1907.0
40,40,2003.0,,Nicholas Sparks,en-US,Intermediate,4.14,136427.0,genre fiction,1873.08,0.0,0.99,42.0,"Amazon Digital Services,  Inc.",1892.0
41,41,2003.0,Oryx and Crake,Margaret Atwood,eng,Intermediate,4.0,151500.0,,,,3.99,,"Amazon Digital Services,  Inc.",1876.0
42,42,1998.0,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",John Gray,,Intermediate,3.52,113915.0,,3703.39,2222.034,1.99,44.0,"Amazon Digital Services,  Inc.",1861.0
43,43,2000.0,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,eng,Intermediate,4.0,134177.0,,11057.54,6634.524,5.99,45.0,HarperCollins Publishers,1846.0
44,44,1999.0,Timeline,Michael Crichton,en-US,Intermediate,3.83,148563.0,genre fiction,12791.7,7675.02,6.99,46.0,"Amazon Digital Services,  Inc.",1830.0
45,45,1759.0,Candide,Voltaire,eng,Intermediate,3.76,151471.0,genre fiction,8982.0,0.0,4.99,48.0,"Amazon Digital Services,  Inc.",1800.0
46,46,1975.0,Tuck Everlasting,Natalie Babbitt,eng,Intermediate,3.85,174280.0,nonfiction,3582.0,2149.2,1.99,48.0,"Amazon Digital Services,  Inc.",1800.0
47,47,1983.0,Christine,"Stephen King, Marie Milpois",fre,Intermediate,3.72,151160.0,nonfiction,1766.16,1059.696,0.99,49.0,"Amazon Digital Services,  Inc.",1784.0
48,48,1960.0,Are You My Mother?,P.D. Eastman,eng,Intermediate,4.16,174204.0,genre fiction,10596.31,6357.786,5.99,50.0,Penguin Group (USA) LLC,1769.0
49,49,1950.0,The Story of Art,E.H. Gombrich,en-US,Intermediate,3.83,,genre fiction,15058.27,9034.962,8.59,51.0,Hachette Book Group,1753.0
50,50,2013.0,Scarlet,Marissa Meyer,eng,Intermediate,4.3,193766.0,genre fiction,1720.62,1032.372,0.99,52.0,"Amazon Digital Services,  Inc.",1738.0
51,51,1997.0,"Rich Dad , Poor Dad",Robert T. Kiyosaki,eng,Intermediate,3.95,153764.0,genre fiction,1705.77,1023.462,0.99,53.0,Random House LLC,1723.0
52,52,2011.0,Silence ,Becca Fitzpatrick,eng,Intermediate,4.16,190722.0,genre fiction,8517.93,0.0,4.99,54.0,"Amazon Digital Services,  Inc.",1707.0
53,53,2009.0,The Magicians,Lev Grossman,eng,Novice,3.47,147908.0,genre fiction,1675.08,1005.048,,55.0,Macmillan,1692.0
54,54,2004.0,ãƒ‡ã‚¹ãƒŽãƒ¼ãƒˆ #1 (Desu NÅto) Taikutsu (é€€å±ˆ),,eng,Famous,4.42,139501.0,genre fiction,6687.24,0.0,3.99,56.0,"Amazon Digital Services,  Inc.",1676.0
55,55,,A Great and Terrible Beauty,Libba Bray,eng,Intermediate,3.79,173613.0,genre fiction,4966.39,2979.834,2.99,57.0,Penguin Group (USA) LLC,1661.0
56,56,2002.0,Everything Is Illuminated,Jonathan Safran Foer,eng,Intermediate,3.9,131492.0,genre fiction,1629.54,977.724,0.99,58.0,"Amazon Digital Services,  Inc.",1646.0
57,57,1986.0,The Bourne Supremacy,Robert Ludlum,en-US,Intermediate,4.09,142168.0,genre fiction,17783.3,10669.98,10.91,59.0,Penguin Group (USA) LLC,1630.0
58,58,2012.0,Easy,Tammara Webber,en-CA,Intermediate,4.11,133937.0,,1613.7,0.0,0.99,59.0,"Amazon Digital Services,  Inc.",1630.0
59,59,1849.0,David Copperfield,"Charles Dickens, Jeremy Tambling",eng,Intermediate,3.96,150512.0,genre fiction,18394.85,11036.91,11.39,60.0,Hachette Book Group,1615.0
60,60,2007.0,,"Sherman Alexie, Ellen Forney",eng,Intermediate,4.11,160607.0,genre fiction,10384.0,6230.4,6.49,61.0,Random House LLC,1600.0
61,61,1967.0,ÐœÐ°ÑÑ‚ÐµÑ€ Ð¸ ÐœÐ°Ñ€Ð³Ð°Ñ€Ð¸Ñ‚Ð°,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",eng,Intermediate,4.32,131389.0,genre fiction,6320.16,0.0,3.99,62.0,"Amazon Digital Services,  Inc.",1584.0
62,62,1968.0,A Wizard of Earthsea,Ursula K. Le Guin,en-US,Intermediate,3.99,155042.0,genre fiction,4707.0,0.0,3.0,,"Amazon Digital Services,  Inc.",1569.0
63,63,,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban",eng,Intermediate,4.0,154476.0,genre fiction,1522.62,0.0,0.99,65.0,"Amazon Digital Services,  Inc.",1538.0
64,64,1959.0,A Separate Peace,John Knowles,en-US,Intermediate,3.56,155901.0,genre fiction,5924.47,0.0,3.89,66.0,"Amazon Digital Services,  Inc.",1523.0
65,65,1995.0,The Rainmaker,John Grisham,eng,Intermediate,,137412.0,genre fiction,12040.93,0.0,7.99,67.0,"Amazon Digital Services,  Inc.",1507.0
66,66,1605.0,Don Quijote de La Mancha,"Miguel de Cervantes Saavedra, Roberto GonzÃ¡lez EchevarrÃ­a, John Rutherford",eng,Intermediate,3.85,,genre fiction,13413.08,8047.848,8.99,,Hachette Book Group,1492.0
67,67,1995.0,Assassin's Apprentice,Robin Hobb,eng,Intermediate,4.14,132777.0,genre fiction,2907.39,0.0,1.99,70.0,"Amazon Digital Services,  Inc.",1461.0
68,68,1980.0,The Restaurant at the End of the Universe,Douglas Adams,eng,Intermediate,4.22,153838.0,genre fiction,,6932.124,7.99,71.0,Penguin Group (USA) LLC,1446.0
69,69,2010.0,Torment,Lauren Kate,eng,Intermediate,3.89,,genre fiction,5705.7,0.0,3.99,,"Amazon Digital Services,  Inc.",1430.0
70,70,1901.0,The Tale of Peter Rabbit,Beatrix Potter,eng,Intermediate,4.17,162373.0,genre fiction,9890.85,5934.51,6.99,73.0,Penguin Group (USA) LLC,1415.0
71,71,,The Silver Chair,"C.S. Lewis, Pauline Baynes",,Intermediate,3.95,170453.0,genre fiction,5245.36,3147.216,3.79,75.0,Hachette Book Group,1384.0
72,72,2008.0,The Hero of Ages,Brandon Sanderson,eng,Famous,4.46,,nonfiction,5826.64,3495.984,4.21,75.0,"Amazon Digital Services,  Inc.",1384.0
73,73,1993.0,"Girl, Interrupted",Susanna Kaysen,eng,Intermediate,3.9,145161.0,genre fiction,2724.31,1634.586,1.99,76.0,Hachette Book Group,1369.0
74,74,2007.0,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,,Intermediate,3.85,,genre fiction,5462.31,3277.386,3.99,76.0,Hachette Book Group,1369.0
75,75,1970.0,Jonathan Livingston Seagull,"Richard Bach, Russell Munson",en-US,Intermediate,3.8,133728.0,genre fiction,6751.47,0.0,4.99,77.0,"Amazon Digital Services,  Inc.",1353.0
76,76,2014.0,City of Heavenly Fire,Cassandra Clare,eng,Famous,4.48,177796.0,genre fiction,6676.62,0.0,4.99,78.0,"Amazon Digital Services,  Inc.",1338.0
77,77,1986.0,,"Robert Munsch, Sheila McGraw",en-GB,Intermediate,4.34,159703.0,genre fiction,1309.77,785.862,0.99,79.0,"Amazon Digital Services,  Inc.",1323.0
78,78,2006.0,Cell,Stephen King,en-US,Intermediate,3.64,144591.0,genre fiction,5933.78,3560.268,4.54,80.0,HarperCollins Publishers,1307.0
79,79,2013.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,eng,Intermediate,4.32,113565.0,genre fiction,8482.43,5089.458,6.49,80.0,Hachette Book Group,1307.0
80,80,1977.0,,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",eng,Intermediate,3.87,134106.0,,6447.08,3868.248,4.99,81.0,,1292.0
81,81,1987.0,The Drawing of the Three,Stephen King,eng,Intermediate,4.23,139052.0,nonfiction,2539.24,1523.544,1.99,82.0,HarperCollins Publishers,1276.0
82,82,2008.0,The Forgotten Garden,Kate Morton,,Intermediate,4.12,138377.0,genre fiction,4907.7,0.0,3.99,85.0,"Amazon Digital Services,  Inc.",1230.0
83,83,1925.0,Der ProzeÃŸ,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",eng,Intermediate,3.98,131856.0,genre fiction,1202.85,0.0,0.99,86.0,"Amazon Digital Services,  Inc.",1215.0
84,84,2002.0,This Lullaby,Sarah Dessen,eng,Intermediate,4.03,151829.0,genre fiction,2417.85,1450.71,1.99,86.0,HarperCollins Publishers,1215.0
85,85,2000.0,Plain Truth,Jodi Picoult,eng,Intermediate,3.97,128406.0,,1188.0,0.0,0.99,,"Amazon Digital Services,  Inc.",1200.0
86,86,2010.0,Orange Is the New Black: My Year in a Women's Prison,Piper Kerman,eng,Intermediate,3.7,127186.0,fiction,2388.0,0.0,1.99,87.0,"Amazon Digital Services,  Inc.",1200.0
87,87,1902.0,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry",eng,Intermediate,4.09,154517.0,genre fiction,2356.16,1413.696,1.99,88.0,Macmillan,1184.0
88,88,2011.0,"Thinking, Fast and Slow",Daniel Kahneman,eng,Intermediate,4.08,136950.0,genre fiction,1157.31,694.386,0.99,89.0,,1169.0
89,89,1982.0,The Mists of Avalon,Marion Zimmer Bradley,eng,Intermediate,4.12,157736.0,genre fiction,1157.31,694.386,0.99,,"Amazon Digital Services,  Inc.",1169.0
90,90,1970.0,"Are You There God? It's Me, Margaret",Judy Blume,eng,Intermediate,3.89,151789.0,genre fiction,1111.77,0.0,0.99,92.0,"Amazon Digital Services,  Inc.",1123.0
91,91,2002.0,Nights in Rodanthe,Nicholas Sparks,eng,Intermediate,3.82,129807.0,genre fiction,5603.77,3362.262,4.99,92.0,"Amazon Digital Services,  Inc.",1123.0
92,92,2014.0,Mr. Mercedes,Stephen King,eng,Intermediate,3.92,125847.0,genre fiction,2202.93,,1.99,93.0,Macmillan,1107.0
93,93,2007.0,All Together Dead,Charlaine Harris,eng,Intermediate,4.05,162689.0,genre fiction,6983.24,4189.944,6.49,,Random House LLC,1076.0
94,94,1997.0,Midwives,Chris Bohjalian,en-US,Intermediate,3.97,133155.0,genre fiction,6885.89,4131.534,6.49,,Random House LLC,1061.0
95,95,1985.0,The Polar Express,Chris Van Allsburg,en-US,Intermediate,4.29,168001.0,nonfiction,1035.54,621.324,0.99,97.0,"Amazon Digital Services,  Inc.",1046.0
96,96,1989.0,The True Story of the Three Little Pigs,"Jon Scieszka, Lane Smith",en-GB,Intermediate,4.29,141945.0,genre fiction,1019.7,0.0,0.99,,"Amazon Digital Services,  Inc.",1030.0
97,97,1987.0,Patriot Games,Tom Clancy,eng,Intermediate,4.11,141674.0,genre fiction,6079.85,,5.99,99.0,"Amazon Digital Services,  Inc.",1015.0
98,98,1998.0,Veronika decide morrer,"Paulo Coelho, Margaret Jull Costa",eng,Intermediate,3.69,111856.0,,6932.45,4159.47,,,,1015.0
99,99,2013.0,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell",eng,Intermediate,3.94,135635.0,genre fiction,985.05,0.0,0.99,101.0,"Amazon Digital Services,  Inc.",995.0
100,100,2005.0,Dead as a Doornail ,Charlaine Harris,eng,Intermediate,,169560.0,genre fiction,5068.8,3041.28,5.12,102.0,Penguin Group (USA) LLC,990.0
101,101,2011.0,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,en-US,Intermediate,4.01,176433.0,fiction,2195.2,1317.12,2.24,104.0,"Amazon Digital Services,  Inc.",980.0
102,102,1959.0,Starship Troopers,Robert A. Heinlein,en-CA,Intermediate,3.99,136886.0,genre fiction,7312.5,4387.5,7.5,,Hachette Book Group,975.0
103,103,2011.0,I've Got Your Number,Sophie Kinsella,eng,Intermediate,3.93,144533.0,genre fiction,960.3,0.0,0.99,106.0,"Amazon Digital Services,  Inc.",970.0
104,104,1991.0,Sofies Verden,"Jostein Gaarder, Paulette MÃ¸ller",eng,Intermediate,3.88,109692.0,,10224.0,6134.4,10.65,108.0,Penguin Group (USA) LLC,960.0
105,105,2011.0,,Mark Cotta Vaz,eng,Intermediate,4.3,188136.0,genre fiction,7670.4,4602.24,7.99,108.0,Penguin Group (USA) LLC,960.0
106,106,1950.0,The Martian Chronicles,Ray Bradbury,en-US,Intermediate,4.12,,genre fiction,1880.55,0.0,1.99,111.0,"Amazon Digital Services,  Inc.",945.0
107,107,2010.0,A Visit From the Goon Squad,Jennifer Egan,eng,Intermediate,3.64,120126.0,,4690.6,2814.36,4.99,112.0,Macmillan,940.0
108,108,1880.0,Heidi,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",eng,Intermediate,3.97,,genre fiction,3730.65,2238.39,3.99,113.0,Penguin Group (USA) LLC,935.0
109,109,2002.0,Prey,Michael Crichton,,Intermediate,3.72,131352.0,genre fiction,1850.7,0.0,1.99,114.0,"Amazon Digital Services,  Inc.",930.0
110,110,1956.0,,C.S. Lewis,eng,Intermediate,4.02,158701.0,genre fiction,5980.0,3588.0,6.5,116.0,"Amazon Digital Services,  Inc.",920.0
111,111,2007.0,World Without End,Ken Follett,eng,Intermediate,4.23,128715.0,genre fiction,905.85,543.51,0.99,117.0,Random House LLC,915.0
112,112,2008.0,Chosen: A House of Night Novel,"P.C. Cast, Kristin Cast",,Intermediate,3.9,180961.0,fiction,7759.2,,8.48,117.0,"Amazon Digital Services,  Inc.",915.0
113,113,2012.0,Slammed,Colleen Hoover,eng,Intermediate,4.29,153882.0,genre fiction,900.9,0.0,0.99,118.0,"Amazon Digital Services,  Inc.",910.0
114,114,2007.0,"Beastly (Beastly, #1, Kendra Chronicles, #1)",Alex Flinn,eng,Intermediate,3.84,150003.0,,895.95,537.57,0.99,,"Amazon Digital Services,  Inc.",905.0
115,115,1390.0,Tales of Caunterbury,"Geoffrey Chaucer, Nevill Coghill",eng,Novice,3.48,148480.0,genre fiction,891.0,0.0,0.99,120.0,"Amazon Digital Services,  Inc.",900.0
116,116,2006.0,Baby Proof,Emily Giffin,en-US,Intermediate,3.71,124371.0,,5841.0,3504.6,6.49,120.0,Macmillan,900.0
117,117,2011.0,Inheritance,Christopher Paolini,en-US,Intermediate,4.08,146905.0,nonfiction,10731.05,6438.63,11.99,121.0,Random House LLC,895.0
118,118,2009.0,ã„ã¡ãã‚…ã†ã¯ã¡ã‚ˆã‚“ [Ichi-KyÅ«-Hachi-Yon],"Haruki Murakami, Jay Rubin, Philip Gabriel",eng,Intermediate,3.89,125195.0,genre fiction,2661.1,0.0,2.99,122.0,"Amazon Digital Services,  Inc.",890.0
119,119,1852.0,Uncle Tom's Cabin or Life Among the Lowly,Harriet Beecher Stowe,eng,Intermediate,3.83,137858.0,fiction,1771.1,1062.66,1.99,122.0,HarperCollins Publishers,890.0
120,120,1909.0,Le FantÃ´me de l'OpÃ©ra,"Gaston Leroux, Alexander Teixeira de Mattos",eng,Intermediate,3.97,141110.0,genre fiction,3531.15,0.0,3.99,123.0,"Amazon Digital Services,  Inc.",885.0
121,121,2006.0,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,en-US,Intermediate,4.02,163054.0,genre fiction,6525.0,3915.0,7.5,126.0,Simon and Schuster Digital Sales Inc,870.0
122,122,1995.0,Ensaio Sobre a Cegueira,"JosÃ© Saramago, Giovanni Pontiero",en-US,Intermediate,4.08,,genre fiction,3451.35,0.0,3.99,127.0,"Amazon Digital Services,  Inc.",865.0
123,123,2010.0,Freedom,Jonathan Franzen,en-US,Intermediate,3.73,119213.0,genre fiction,6871.4,4122.84,7.99,128.0,Random House LLC,860.0
124,124,2011.0,,Ally Condie,eng,Intermediate,3.52,100886.0,genre fiction,841.5,504.9,0.99,,"Amazon Digital Services,  Inc.",850.0
125,125,2006.0,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,en-US,Intermediate,3.82,150222.0,genre fiction,10131.55,6078.93,11.99,,Hachette Book Group,845.0
126,126,2008.0,The White Tiger,Aravind Adiga,eng,Intermediate,3.71,,genre fiction,6711.6,4026.96,7.99,132.0,Random House LLC,840.0
127,127,2001.0,The Corrections,Jonathan Franzen,eng,Intermediate,3.78,117657.0,genre fiction,816.75,0.0,0.99,135.0,"Amazon Digital Services,  Inc.",825.0
128,128,1995.0,,Barack Obama,,Intermediate,3.81,128961.0,nonfiction,1641.75,985.05,1.99,135.0,HarperCollins Publishers,825.0
129,129,1980.0,Congo,Michael Crichton,eng,Intermediate,3.55,129811.0,nonfiction,5696.85,3418.11,6.99,137.0,Random House LLC,815.0
130,130,1972.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst, Ray Cruz",en-CA,Intermediate,4.22,146073.0,genre fiction,2421.9,0.0,2.99,,"Amazon Digital Services,  Inc.",810.0
131,131,1999.0,Interpreter of Maladies,Jhumpa Lahiri,eng,Intermediate,4.12,110651.0,genre fiction,8573.25,5143.95,10.65,,Penguin Group (USA) LLC,805.0
132,132,1980.0,A People's History of the United States: 1492 to Present ,Howard Zinn,eng,Intermediate,4.07,137372.0,genre fiction,3192.0,0.0,3.99,140.0,"Amazon Digital Services,  Inc.",800.0
133,133,1958.0,Breakfast at Tiffany's,Truman Capote,eng,Intermediate,3.89,129778.0,,792.0,475.2,0.99,140.0,"Amazon Digital Services,  Inc.",800.0
134,134,,The Passage,Justin Cronin,eng,Intermediate,4.04,126993.0,genre fiction,3172.05,0.0,3.99,141.0,"Amazon Digital Services,  Inc.",795.0
135,135,2005.0,Anansi Boys,Neil Gaiman,eng,Intermediate,4.0,137639.0,nonfiction,1572.1,943.26,1.99,142.0,"Amazon Digital Services,  Inc.",790.0
136,136,2009.0,Along for the Ride,Sarah Dessen,eng,Intermediate,4.08,,genre fiction,9412.15,5647.29,11.99,143.0,Penguin Group (USA) LLC,785.0
137,137,2014.0,Everything I Never Told You,Celeste Ng,eng,Intermediate,,108703.0,,,0.0,3.99,144.0,"Amazon Digital Services,  Inc.",780.0
138,138,1982.0,La casa de los espÃ­ritus,"Isabel Allende, Magda Bogin",en-US,Intermediate,4.2,119930.0,genre fiction,8269.25,4961.55,10.67,145.0,Simon and Schuster Digital Sales Inc,775.0
139,139,1979.0,The Dead Zone,Stephen King,en-US,Intermediate,3.9,132723.0,genre fiction,1512.4,907.44,1.99,148.0,HarperCollins Publishers,760.0
140,140,1920.0,The Mysterious Affair at Styles,"Agatha Christie, Î¡Î¿Î¶Î¯Ï„Î± Î£ÏŽÎºÎ¿Ï…",eng,Intermediate,3.98,135514.0,,3012.45,0.0,3.99,,"Amazon Digital Services,  Inc.",755.0
141,141,1934.0,Murder in the Calais Coach,Agatha Christie,eng,Intermediate,4.16,138444.0,genre fiction,3742.5,0.0,4.99,150.0,"Amazon Digital Services,  Inc.",750.0
142,142,2013.0,Americanah,Chimamanda Ngozi Adichie,eng,Intermediate,4.26,113252.0,genre fiction,2992.5,0.0,3.99,150.0,,750.0
143,143,2001.0,Suzanne's Diary for Nicholas,James Patterson,eng,Intermediate,4.16,121398.0,genre fiction,3717.55,2230.53,4.99,151.0,,745.0
144,144,1980.0,Firestarter,Stephen King,eng,Intermediate,3.85,142213.0,genre fiction,2952.6,1771.56,3.99,152.0,Macmillan,740.0
145,145,2013.0,Entwined with You,Sylvia Day,eng,Intermediate,4.19,141641.0,genre fiction,727.65,0.0,0.99,153.0,"Amazon Digital Services,  Inc.",735.0
146,146,2009.0,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,eng,Intermediate,4.27,109642.0,genre fiction,3642.7,0.0,4.99,154.0,"Amazon Digital Services,  Inc.",730.0
147,147,2014.0,The Storied Life of A.J. Fikry,,eng,Intermediate,3.98,115393.0,genre fiction,5444.75,3266.85,7.51,155.0,Random House LLC,725.0
148,148,1939.0,Mad About Madeline,Ludwig Bemelmans,en-GB,Intermediate,4.22,156726.0,genre fiction,712.8,0.0,0.99,,"Amazon Digital Services,  Inc.",720.0
149,149,1937.0,Think and Grow Rich,Napoleon Hill,,Intermediate,4.17,87445.0,genre fiction,702.9,0.0,0.99,,"Amazon Digital Services,  Inc.",710.0
150,150,1932.0,Little House In The Big Woods,"Laura Ingalls Wilder, Garth Williams",eng,Intermediate,4.16,165127.0,genre fiction,697.95,418.77,0.99,159.0,"Amazon Digital Services,  Inc.",705.0
151,151,2004.0,Jonathan Strange & Mr Norrell,Susanna Clarke,eng,Intermediate,3.8,133683.0,genre fiction,5593.0,3355.8,7.99,160.0,Hachette Book Group,700.0
152,152,2001.0,A Bend in the Road,Nicholas Sparks,eng,Intermediate,4.02,116800.0,genre fiction,1353.2,811.92,1.99,164.0,HarperCollins Publishers,680.0
